"WATERBODY_CODE","SITE_CODE","DOMINANT_SUBSTRATE","BENTHIC_CYANOBACTERIA_COVER","BENTHIC_HAB_SUBSTRATE","CANOPY_DENSIOMETER_PERCENT"
"0902BLA0256","0902BLA0256_PHAB_7","FINES","0","WOODY",94.1176470588235
"0902BLA0256","0902BLA0256_PHAB_6","WOODY","0","WOODY",100
"1004LCA0270","1004LCA0270_PHAB_1","ROCK","0","ROCK",100
"1004LCA0270","1004LCA0270_PHAB_2","FINES","0","ROCK",94.1176470588235
"1004LCA0270","1004LCA0270_PHAB_3","FINES","0","ROCK",17.6470588235294
"1004LCA0270","1004LCA0270_PHAB_4","FINES","0","ROCK",35.2941176470588
"1004LCA0270","1004LCA0270_PHAB_5","LEAF_PACK","0","ROCK",17.6470588235294
"1004LCA0270","1004LCA0270_PHAB_6","ROCK","0","ROCK",0
"1004LCA0270","1004LCA0270_PHAB_7","ROCK","0","ROCK",100
"1004LCA0270","1004LCA0270_PHAB_8","ROCK","0","ROCK",94.1176470588235
"1306UWB0597","1306UWB0597_PHAB_4","WOODY","0","WOODY",5.88235294117647
"1306UWB0597","1306UWB0597_PHAB_2","WOODY","0","WOODY",100
"1306UWB0597","1306UWB0597_PHAB_1","WOODY","0","WOODY",0
"1306UWB0597","1306UWB0597_PHAB_3","LEAF_PACK","0","WOODY",0
"1306UWB0597","1306UWB0597_PHAB_8","FINES","0","FINES",58.8235294117647
"1306UWB0597","1306UWB0597_PHAB_7","ROCK","0","ROCK",0
"1306UWB0597","1306UWB0597_PHAB_6","ROCK","0","ROCK",0
"1306UWB0597","1306UWB0597_PHAB_5","ROCK","0","ROCK",64.7058823529412
"1402KIA0044","1402KIA0044_PHAB_3","MACROPHYTE","0","MACROPHYTE",17.6470588235294
"1402KIA0044","1402KIA0044_PHAB_2","ROCK","0","ROCK",100
"1402KIA0044","1402KIA0044_PHAB_1","FINES","0","FINES",100
"1402KIA0044","1402KIA0044_PHAB_8","FINES","0","FINES",100
"1402KIA0044","1402KIA0044_PHAB_7","FINES","0","FINES",100
"1402KIA0044","1402KIA0044_PHAB_6","FINES","0","FINES",100
"1402KIA0044","1402KIA0044_PHAB_5","FINES","0","LEAF_PACK",100
"1304UWB0352B","1304UWB0352B_PHAB_1","LEAF_PACK","0","WOODY",100
"1402KIA0044","1402KIA0044_PHAB_4","FINES","0","FINES",94.1176470588235
"1304UWB0352B","1304UWB0352B_PHAB_8","LEAF_PACK","0","WOODY",100
"1304UWB0352B","1304UWB0352B_PHAB_7","MACROPHYTE","0","WOODY",100
"1304UWB0352B","1304UWB0352B_PHAB_6","LEAF_PACK","0","WOODY",76.4705882352941
"1304UWB0352B","1304UWB0352B_PHAB_2","LEAF_PACK","0","WOODY",100
"1304UWB0352B","1304UWB0352B_PHAB_3","LEAF_PACK","0","WOODY",100
"1302MAH0053","1302MAH0053_PHAB_6","FINES","0","ROCK",100
"1302MAH0053","1302MAH0053_PHAB_5","FINES","0","ROCK",100
"1302MAH0053","1302MAH0053_PHAB_4","FINES","0","ROCK",100
"1302MAH0053","1302MAH0053_PHAB_3","ROCK","0","ROCK",17.6470588235294
"1302MAH0053","1302MAH0053_PHAB_2","FINES","0","ROCK",23.5294117647059
"1302MAH0053","1302MAH0053_PHAB_1","ROCK","0","ROCK",88.2352941176471
"1302MAH0053","1302MAH0053_PHAB_8","ROCK","0","ROCK",82.3529411764706
"1302MAH0053","1302MAH0053_PHAB_10","FINES","0","WOODY",100
"1302MAH0053","1302MAH0053_PHAB_9","FINES",NA,NA,100
"1302MAH0053","1302MAH0053_PHAB_7","FINES","0","WOODY",0
"1304UWB0352B","1304UWB0352B_PHAB_4","LEAF_PACK","0","MACROPHYTE",94.1176470588235
"1304UWB0352B","1304UWB0352B_PHAB_5","LEAF_PACK","0","FINES",100
"1401FOX0192","1401FOX0192_PHAB_2","MACROPHYTE","0","MACROPHYTE",0
"1301CEL0166","1301CEL0166_PHAB_1","ROCK","0","ROCK",88.2352941176471
"1301CEL0166","1301CEL0166_PHAB_2","FINES",NA,NA,94.1176470588235
"1301CEL0166","1301CEL0166_PHAB_3","FINES","0","FINES",94.1176470588235
"1301CEL0166","1301CEL0166_PHAB_4","MACROPHYTE","0","FINES",100
"1301CEL0166","1301CEL0166_PHAB_5","ROCK","0","MACROPHYTE",0
"1301CEL0166","1301CEL0166_PHAB_6","MACROPHYTE","0","MACROPHYTE",0
"1301CEL0166","1301CEL0166_PHAB_7","MACROPHYTE","0","MACROPHYTE",29.4117647058824
"1301CEL0166","1301CEL0166_PHAB_8","MACROPHYTE","0","MACROPHYTE",100
"1401FOX0192","1401FOX0192_PHAB_1","ROCK","0","ROCK",35.2941176470588
"1401FOX0192","1401FOX0192_PHAB_3","FINES","0","FINES",35.2941176470588
"1401FOX0192","1401FOX0192_PHAB_4","FINES","0","FINES",100
"1401FOX0192","1401FOX0192_PHAB_6","FINES","0","FINES",100
"1401FOX0192","1401FOX0192_PHAB_7","FINES","0","FINES",100
"1401FOX0192","1401FOX0192_PHAB_5","FINES","0","FINES",88.2352941176471
"1401FOX0192","1401FOX0192_PHAB_8","FINES","0","FINES",100
"1002ROX5044","1002ROX5044_PHAB_6","MACROPHYTE","0","MACROPHYTE",17.6470588235294
"1002ROX5044","1002ROX5044_PHAB_9","MACROPHYTE","0","FINES",41.1764705882353
"1002ROX5044","1002ROX5044_PHAB_1","FINES","0","MACROPHYTE",100
"1002ROX5044","1002ROX5044_PHAB_2","FINES","0","FINES",100
"1002ROX5044","1002ROX5044_PHAB_3","ROCK","0","ROCK",52.9411764705882
"1002ROX5044","1002ROX5044_PHAB_4","ROCK","0","ROCK",94.1176470588235
"1002ROX5044","1002ROX5044_PHAB_5","ROCK","0","ROCK",82.3529411764706
"1002ROX5044","1002ROX5044_PHAB_7","FINES","0","FINES",17.6470588235294
"1002ROX5044","1002ROX5044_PHAB_8","FINES","0","FINES",64.7058823529412
"0902MOU0050","0902MOU0050_PHAB_1","WOODY","0","WOODY",100
"0902MOU0050","0902MOU0050_PHAB_2","MACROPHYTE","0","MACROPHYTE",82.3529411764706
"0902MOU0050","0902MOU0050_PHAB_3","FINES","0","FINES",47.0588235294118
"0902MOU0050","0902MOU0050_PHAB_4","FINES","0","FINES",100
"0902MOU0050","0902MOU0050_PHAB_5","FINES","10","FINES",11.7647058823529
"0903LEA0093","0903LEA0093_PHAB_1","FINES","0","WOODY",76.4705882352941
"0902MOU0050","0902MOU0050_PHAB_6","FINES","0","FINES",23.5294117647059
"0903LEA0093","0903LEA0093_PHAB_8","FINES","0","MACROPHYTE",0
"0903LEA0093","0903LEA0093_PHAB_7","FINES","0","WOODY",100
"0902MOU0050","0902MOU0050_PHAB_7","FINES","0","FINES",94.1176470588235
"0903LEA0093","0903LEA0093_PHAB_6","FINES","0","WOODY",100
"0902MOU0050","0902MOU0050_PHAB_8","FINES","0","MACROPHYTE",100
"0903LEA0093","0903LEA0093_PHAB_5","FINES","0","WOODY",82.3529411764706
"0903LEA0093","0903LEA0093_PHAB_3","FINES","0","OTHER",82.3529411764706
"0903LEA0093","0903LEA0093_PHAB_2","FINES","0","MACROPHYTE",100
"0903LEA0093","0903LEA0093_PHAB_4","FINES","0","FINES",0
"1004TRO0306","1004TRO0306_PHAB_4","MACROPHYTE","0","MACROPHYTE",100
"1004TRO0306","1004TRO0306_PHAB_5","FINES","0","FINES",100
"1004TRO0306","1004TRO0306_PHAB_6","LEAF_PACK","0","LEAF_PACK",100
"1004TRO0306","1004TRO0306_PHAB_7","LEAF_PACK","0","LEAF_PACK",100
"1004TRO0306","1004TRO0306_PHAB_8","FINES","0","FINES",94.1176470588235
"1004TRO0306","1004TRO0306_PHAB_1","FINES","0","FINES",100
"1004TRO0306","1004TRO0306_PHAB_2","FINES","0","FINES",100
"1004TRO0306","1004TRO0306_PHAB_3","FINES","0","FINES",100
"1003FLO0142","1003FLO0142_PHAB_8","MACROPHYTE","0","WOODY",100
"1003FLO0142","1003FLO0142_PHAB_7","LEAF_PACK","0","WOODY",88.2352941176471
"1003FLO0142","1003FLO0142_PHAB_6","MACROPHYTE","0","WOODY",100
"1003FLO0142","1003FLO0142_PHAB_5","FINES","0","ROCK",88.2352941176471
"1003FLO0142","1003FLO0142_PHAB_9","FINES","0","ROCK",100
"1003FLO0142","1003FLO0142_PHAB_1","FINES","0","ROCK",100
"1003FLO0142","1003FLO0142_PHAB_4","FINES","0","WOODY",82.3529411764706
"1003FLO0142","1003FLO0142_PHAB_3","FINES","0","ROCK",100
"1003FLO0142","1003FLO0142_PHAB_2","FINES","0","WOODY",100
"1104CHA0529","1104CHA0529_PHAB_6","WOODY","0","WOODY",76.4705882352941
"1104CHA0529","1104CHA0529_PHAB_7","FINES","0","WOODY",82.3529411764706
"1104CHA0529","1104CHA0529_PHAB_8","FINES","0","WOODY",64.7058823529412
"1104CHA0529","1104CHA0529_PHAB_1","ROCK","0","WOODY",100
"1104CHA0529","1104CHA0529_PHAB_2","WOODY","0","WOODY",100
"1104CHA0529","1104CHA0529_PHAB_3","FINES","0","WOODY",100
"1104CHA0529","1104CHA0529_PHAB_4","FINES","0","WOODY",82.3529411764706
"1104CHA0529","1104CHA0529_PHAB_5","FINES","0","ROCK",58.8235294117647
"1401UWB0260","1401UWB0260_PHAB_1","MACROPHYTE","0","ROCK",76.4705882352941
"1401UWB0260","1401UWB0260_PHAB_2","ROCK","0","ROCK",64.7058823529412
"1401UWB0260","1401UWB0260_PHAB_3","FINES","0","MACROPHYTE",76.4705882352941
"1401UWB0260","1401UWB0260_PHAB_4","WOODY","0","WOODY",100
"1401UWB0260","1401UWB0260_PHAB_5","MACROPHYTE","0","MACROPHYTE",52.9411764705882
"1401UWB0260","1401UWB0260_PHAB_6","MACROPHYTE","0","WOODY",17.6470588235294
"1401UWB0260","1401UWB0260_PHAB_7","FINES","0","MACROPHYTE",41.1764705882353
"1401UWB0260","1401UWB0260_PHAB_8","ROCK","0","ROCK",0
"0602STJ0026A","0602STJ0026A_PHAB_1","FINES","0","ROCK",52.9411764705882
"0602STJ0026A","0602STJ0026A_PHAB_2","ROCK","0","ROCK",52.9411764705882
"0602STJ0026A","0602STJ0026A_PHAB_3","FINES","0","ROCK",82.3529411764706
"0602STJ0026A","0602STJ0026A_PHAB_4","FINES","0","ROCK",52.9411764705882
"0602STJ0026A","0602STJ0026A_PHAB_5","FINES","0","ROCK",70.5882352941177
"0602STJ0026A","0602STJ0026A_PHAB_6","ROCK","0","ROCK",82.3529411764706
"0602STJ0026A","0602STJ0026A_PHAB_7","ROCK","0","ROCK",88.2352941176471
"0602STJ0026A","0602STJ0026A_PHAB_8","FINES","0","WOODY",35.2941176470588
"0601ALL0405","0601ALL0405_PHAB_1","FINES","0","ROCK",82.3529411764706
"0601ALL0405","0601ALL0405_PHAB_2","FINES","0","ROCK",70.5882352941177
"0601ALL0405","0601ALL0405_PHAB_3","MACROPHYTE","0","MACROPHYTE",0
"0601ALL0405","0601ALL0405_PHAB_4","ROCK","0","ROCK",100
"0601ALL0405","0601ALL0405_PHAB_5","MACROPHYTE","0","MACROPHYTE",0
"0601ALL0405","0601ALL0405_PHAB_6","MACROPHYTE","0","MACROPHYTE",47.0588235294118
"0601ALL0405","0601ALL0405_PHAB_7","MACROPHYTE","0","WOODY",41.1764705882353
"0601ALL0405","0601ALL0405_PHAB_8","FINES","0","ROCK",70.5882352941177
"0703VAN0044","0703VAN0044_PHAB_5","FINES","0","FINES",29.4117647058824
"0703VAN0044","0703VAN0044_PHAB_4","FINES","0","FINES",52.9411764705882
"0703VAN0044","0703VAN0044_PHAB_3","FINES","0","FINES",41.1764705882353
"0703VAN0044","0703VAN0044_PHAB_2","FINES","0","FINES",0
"0703VAN0044","0703VAN0044_PHAB_1","FINES","0","FINES",0
"0703VAN0044","0703VAN0044_PHAB_8","FINES","0","FINES",5.88235294117647
"0703VAN0044","0703VAN0044_PHAB_7","FINES","0","FINES",82.3529411764706
"0703VAN0044","0703VAN0044_PHAB_6","ROCK","0","ROCK",100
"0301UWB0001","0301UWB0001_PHAB_5","ROCK","10","ROCK",0
"0301UWB0001","0301UWB0001_PHAB_4","FINES","0","FINES",88.2352941176471
"0301UWB0001","0301UWB0001_PHAB_3","FINES","0","FINES",17.6470588235294
"0301UWB0001","0301UWB0001_PHAB_2","FINES","0","FINES",0
"0301UWB0001","0301UWB0001_PHAB_1","MACROPHYTE","0","MACROPHYTE",58.8235294117647
"0301UWB0001","0301UWB0001_PHAB_8","MACROPHYTE","0","MACROPHYTE",100
"0301UWB0001","0301UWB0001_PHAB_7","FINES","0","FINES",100
"0301UWB0001","0301UWB0001_PHAB_6","MACROPHYTE","0","MACROPHYTE",17.6470588235294
"0701UWB5470","0701UWB5470_PHAB_6","FINES","0","FINES",0
"0701UWB5470","0701UWB5470_PHAB_5","FINES","10","FINES",0
"0701UWB5470","0701UWB5470_PHAB_4","FINES","0","FINES",0
"0701UWB5470","0701UWB5470_PHAB_3","ROCK","10","ROCK",0
"0701UWB5470","0701UWB5470_PHAB_2","FINES","10","FINES",29.4117647058824
"0701UWB5470","0701UWB5470_PHAB_1","FINES","10","FINES",5.88235294117647
"0701UWB5470","0701UWB5470_PHAB_8","FINES","0","FINES",41.1764705882353
"0701UWB5470","0701UWB5470_PHAB_7","FINES","0","FINES",64.7058823529412
"0903MUD0246","0903MUD0246_PHAB_5","FINES","0","WOODY",64.7058823529412
"0903MUD0246","0903MUD0246_PHAB_4","WOODY","0","WOODY",100
"0903MUD0246","0903MUD0246_PHAB_3","LEAF_PACK","0","LEAF_PACK",0
"0903MUD0246","0903MUD0246_PHAB_2","ROCK","0","ROCK",100
"0903MUD0246","0903MUD0246_PHAB_1","WOODY","0","WOODY",100
"0903MUD0246","0903MUD0246_PHAB_8","WOODY","0","ROCK",88.2352941176471
"0903MUD0246","0903MUD0246_PHAB_7","WOODY","0","WOODY",100
"0903RAQ0293","0903RAQ0293_PHAB_6","LEAF_PACK","0","WOODY",52.9411764705882
"0903RAQ0293","0903RAQ0293_PHAB_5","ROCK","0","ROCK",100
"0903RAQ0293","0903RAQ0293_PHAB_4","ROCK","0","ROCK",64.7058823529412
"0903RAQ0293","0903RAQ0293_PHAB_3","ROCK","0","ROCK",100
"0903RAQ0293","0903RAQ0293_PHAB_2","ROCK","0","WOODY",58.8235294117647
"0903RAQ0293","0903RAQ0293_PHAB_1","ROCK","0","ROCK",100
"0903RAQ0293","0903RAQ0293_PHAB_8","ROCK","0","ROCK",100
"0903RAQ0293","0903RAQ0293_PHAB_7","FINES","0","ROCK",100
"0903MUD0246","0903MUD0246_PHAB_6","ROCK","0","ROCK",100
"0903RAQ0293","0903RAQ0293_PHAB_9","ROCK",NA,NA,100
"1104THI0626A","1104THI0626A_PHAB_7","WOODY","0","WOODY",100
"1104THI0626A","1104THI0626A_PHAB_9","LEAF_PACK",NA,NA,100
"1104THI0626A","1104THI0626A_PHAB_8","WOODY","0","WOODY",70.5882352941177
"1104THI0626A","1104THI0626A_PHAB_1","WOODY","0","WOODY",100
"1104THI0626A","1104THI0626A_PHAB_2","LEAF_PACK","0","WOODY",100
"1104THI0626A","1104THI0626A_PHAB_3","WOODY","0","WOODY",100
"1104THI0626A","1104THI0626A_PHAB_4","LEAF_PACK","0","LEAF_PACK",52.9411764705882
"1104THI0626A","1104THI0626A_PHAB_5","FINES","0","WOODY",100
"1104THI0626A","1104THI0626A_PHAB_6","LEAF_PACK","0","WOODY",88.2352941176471
"1005HAD0432","1005HAD0432_PHAB_1","ROCK","0","ROCK",41.1764705882353
"1005HAD0432","1005HAD0432_PHAB_2","FINES","0","WOODY",35.2941176470588
"1005HAD0432","1005HAD0432_PHAB_3","MACROPHYTE","0","WOODY",35.2941176470588
"1005HAD0432","1005HAD0432_PHAB_4","ROCK","0","ROCK",100
"1005HAD0432","1005HAD0432_PHAB_5","ROCK","0","ROCK",100
"1005HAD0432","1005HAD0432_PHAB_6","ROCK","0","ROCK",100
"1005HAD0432","1005HAD0432_PHAB_7","ROCK","0","ROCK",0
"1005HAD0432","1005HAD0432_PHAB_8","FINES","0","FINES",47.0588235294118
"0801MIN0001","0801MIN0001_PHAB_7","FINES","0","WOODY",64.7058823529412
"0801MIN0001","0801MIN0001_PHAB_8","ROCK","0","WOODY",100
"0801MIN0001","0801MIN0001_PHAB_1","FINES","0","WOODY",88.2352941176471
"0801MIN0001","0801MIN0001_PHAB_2","FINES","0","MACROPHYTE",0
"0801MIN0001","0801MIN0001_PHAB_3","FINES","10","MACROPHYTE",0
"0801MIN0001","0801MIN0001_PHAB_4","FINES","0","FINES",0
"0801MIN0001","0801MIN0001_PHAB_5","FINES","0","WOODY",100
"0801MIN0001","0801MIN0001_PHAB_6","FINES","0","WOODY",100
"0801LIL0541","0801LIL0541_PHAB_7","FINES","0","ROCK",100
"0801LIL0541","0801LIL0541_PHAB_8","FINES","0","ROCK",100
"0801LIL0541","0801LIL0541_PHAB_9","ROCK",NA,NA,100
"0801LIL0541","0801LIL0541_PHAB_1","FINES","0","WOODY",76.4705882352941
"0801LIL0541","0801LIL0541_PHAB_2","ROCK","0","WOODY",88.2352941176471
"0801LIL0541","0801LIL0541_PHAB_3","LEAF_PACK","0","ROCK",100
"0801LIL0541","0801LIL0541_PHAB_6","FINES","0","ROCK",88.2352941176471
"0801LIL0541","0801LIL0541_PHAB_5","FINES","0","WOODY",100
"0801LIL0541","0801LIL0541_PHAB_4","FINES","0","ROCK",100
"1202UWB0579","1202UWB0579_PHAB_4","FINES","0","FINES",5.88235294117647
"1202UWB0579","1202UWB0579_PHAB_5","ROCK","0","ROCK",17.6470588235294
"1202UWB0579","1202UWB0579_PHAB_6","ROCK","0","ROCK",52.9411764705882
"1202UWB0579","1202UWB0579_PHAB_7","ROCK","0","ROCK",70.5882352941177
"1202UWB0579","1202UWB0579_PHAB_8","ROCK","0","ROCK",82.3529411764706
"1202UWB0579","1202UWB0579_PHAB_1","FINES","0","FINES",47.0588235294118
"1202UWB0579","1202UWB0579_PHAB_2","FINES","0","FINES",0
"1202UWB0579","1202UWB0579_PHAB_3","FINES","0","FINES",0
"1101LON0030","1101LON0030_PHAB_8","FINES","0","FINES",17.6470588235294
"1101LON0030","1101LON0030_PHAB_7","FINES","0","FINES",100
"1101LON0030","1101LON0030_PHAB_6","FINES","0","FINES",100
"1101LON0030","1101LON0030_PHAB_5","FINES","0","FINES",94.1176470588235
"1101LON0030","1101LON0030_PHAB_4","FINES","0","FINES",100
"1101LON0030","1101LON0030_PHAB_3","FINES","0","FINES",41.1764705882353
"1101LON0030","1101LON0030_PHAB_2","FINES","0","FINES",0
"1101LON0030","1101LON0030_PHAB_1","FINES","0","FINES",47.0588235294118
"0801SNA0579","0801SNA0579_PHAB_6","FINES","0","MACROPHYTE",0
"0801SNA0579","0801SNA0579_PHAB_7","FINES","0","MACROPHYTE",47.0588235294118
"0801SNA0579","0801SNA0579_PHAB_8","MACROPHYTE","0","MACROPHYTE",0
"0801SNA0579","0801SNA0579_PHAB_1","MACROPHYTE","0","MACROPHYTE",0
"0801SNA0579","0801SNA0579_PHAB_2","MACROPHYTE","0","WOODY",29.4117647058824
"0801SNA0579","0801SNA0579_PHAB_3","MACROPHYTE","0","WOODY",17.6470588235294
"0801SNA0579","0801SNA0579_PHAB_4","MACROPHYTE","0","WOODY",76.4705882352941
"0801SNA0579","0801SNA0579_PHAB_5","MACROPHYTE","0","MACROPHYTE",23.5294117647059
"0801BEA0449","0801BEA0449_PHAB_4","FINES","0","ROCK",100
"0801BEA0449","0801BEA0449_PHAB_5","LEAF_PACK","0","WOODY",64.7058823529412
"0801BEA0449","0801BEA0449_PHAB_6","ROCK","0","WOODY",100
"0801BEA0449","0801BEA0449_PHAB_9","LEAF_PACK",NA,NA,82.3529411764706
"0801BEA0449","0801BEA0449_PHAB_7","FINES","0","WOODY",0
"0801SAN0436","0801SAN0436_PHAB_1","WOODY","0","WOODY",70.5882352941177
"0801SAN0436","0801SAN0436_PHAB_2","FINES","0","WOODY",88.2352941176471
"0801SAN0436","0801SAN0436_PHAB_3","FINES","0","WOODY",100
"0801SAN0436","0801SAN0436_PHAB_4","ROCK","0","ROCK",94.1176470588235
"0801SAN0436","0801SAN0436_PHAB_5","LEAF_PACK","0","WOODY",0
"0801SAN0436","0801SAN0436_PHAB_6","LEAF_PACK","0","WOODY",100
"0801SAN0436","0801SAN0436_PHAB_7","LEAF_PACK","0","WOODY",5.88235294117647
"0801SAN0436","0801SAN0436_PHAB_8","MACROPHYTE","0","MACROPHYTE",41.1764705882353
"0801BEA0449","0801BEA0449_PHAB_8","ROCK","0","ROCK",70.5882352941177
"0801BEA0449","0801BEA0449_PHAB_1","FINES","0","WOODY",100
"0801BEA0449","0801BEA0449_PHAB_3","FINES","0","WOODY",70.5882352941177
"0801BEA0449","0801BEA0449_PHAB_2","FINES","0","ROCK",100
"1104ROC0424","1104ROC0424_PHAB_1","ROCK","0","WOODY",100
"1104ROC0424","1104ROC0424_PHAB_2","ROCK","0","WOODY",64.7058823529412
"1104ROC0424","1104ROC0424_PHAB_3","LEAF_PACK","0","WOODY",100
"1104ROC0424","1104ROC0424_PHAB_4","WOODY","0","WOODY",100
"1104ROC0424","1104ROC0424_PHAB_5","ROCK","0","WOODY",100
"1104ROC0424","1104ROC0424_PHAB_6","WOODY","0","WOODY",100
"1104ROC0424","1104ROC0424_PHAB_7","ROCK","0","WOODY",100
"1104ROC0424","1104ROC0424_PHAB_10","ROCK",NA,NA,58.8235294117647
"1104ROC0424","1104ROC0424_PHAB_9","MACROPHYTE",NA,NA,100
"1104ROC0424","1104ROC0424_PHAB_8","ROCK","0","WOODY",100
"0102LA5022","0102LA5022_PHAB_9","ROCK",NA,NA,70.5882352941177
"0102LA5022","0102LA5022_PHAB_6","ROCK","0","ROCK",64.7058823529412
"0102LA5022","0102LA5022_PHAB_3","FINES","0","OTHER",100
"0102LA5022","0102LA5022_PHAB_5","FINES","0","WOODY",64.7058823529412
"0102LA5022","0102LA5022_PHAB_4","FINES","0","ROCK",100
"0102LA5022","0102LA5022_PHAB_2","ROCK","0","ROCK",70.5882352941177
"0102LA5022","0102LA5022_PHAB_1","FINES","0","ROCK",35.2941176470588
"0102LA5022","0102LA5022_PHAB_8","ROCK","0","ROCK",29.4117647058824
"0102LA5022","0102LA5022_PHAB_7","FINES","0","ROCK",0
"1104PAR0432","1104PAR0432_PHAB_1","ROCK","0","ROCK",100
"1104PAR0432","1104PAR0432_PHAB_2","MACROPHYTE","0","WOODY",76.4705882352941
"1104PAR0432","1104PAR0432_PHAB_3","WOODY","0","ROCK",100
"1104PAR0432","1104PAR0432_PHAB_4","ROCK","0","ROCK",94.1176470588235
"1104PAR0432","1104PAR0432_PHAB_5","FINES","0","ROCK",94.1176470588235
"1104PAR0432","1104PAR0432_PHAB_6","ROCK","0","ROCK",100
"1104PAR0432","1104PAR0432_PHAB_7","FINES","0","ROCK",82.3529411764706
"1104PAR0432","1104PAR0432_PHAB_8","ROCK","0","ROCK",100
"0503TANXXX1","0503TANXXX1_PHAB_8","FINES",NA,NA,100
"0503TANXXX1","0503TANXXX1_PHAB_7","MACROPHYTE",NA,NA,100
"0503TANXXX1","0503TANXXX1_PHAB_6","MACROPHYTE",NA,NA,100
"0503TANXXX1","0503TANXXX1_PHAB_5","WOODY",NA,NA,100
"0503TANXXX1","0503TANXXX1_PHAB_4","MACROPHYTE",NA,NA,70.5882352941177
"0503TANXXX1","0503TANXXX1_PHAB_3","ROCK",NA,NA,88.2352941176471
"0503TANXXX1","0503TANXXX1_PHAB_2","MACROPHYTE",NA,NA,100
"0503TANXXX1","0503TANXXX1_PHAB_1","FINES",NA,NA,82.3529411764706
"1104SAC0314","1104SAC0314_PHAB_4","FINES","0","ROCK",88.2352941176471
"1104SAC0314","1104SAC0314_PHAB_3","ROCK","0","ROCK",100
"1104SAC0314","1104SAC0314_PHAB_1","FINES","0","WOODY",100
"1104SAC0314","1104SAC0314_PHAB_8","ROCK","0","WOODY",41.1764705882353
"1104SAC0314","1104SAC0314_PHAB_7","FINES","0","ROCK",100
"1104SAC0314","1104SAC0314_PHAB_2","FINES","0","WOODY",58.8235294117647
"1104SAC0314","1104SAC0314_PHAB_6","FINES","0","WOODY",11.7647058823529
"1104SAC0314","1104SAC0314_PHAB_5","FINES","0","ROCK",58.8235294117647
